,p,d,m
1154,584,1,10594.97091
1155,695,1,9844.926572
1156,584,1,8830.554887
1157,770,0,12123.48685
1158,770,0,12428.14961
1159,584,1,11846.57775
1160,770,1,15617.95348
1161,584,1,13489.1681
1162,770,0,13852.67031
1163,584,1,13514.55745
1164,584,1,11252.97839
1165,695,0,10173.15648
1166,695,0,6500.689052
1167,770,0,7404.467849
1168,695,1,13143.6394
1169,770,0,7273.522417
1170,695,0,9993.410519
1171,584,1,14274.38205
1172,695,1,11501.56146
1173,584,1,9736.709612
1174,584,1,12782.98579
1175,666,1,11701.08747
1176,770,1,13108.9588
1177,859,0,10235.3073
1178,770,0,12863.31793
1179,584,1,9313.06702
1180,859,0,11195.54852
1181,695,0,8928.983572
1182,584,1,10560.09402
1183,584,1,9619.1177
1184,695,0,8357.853409
1185,584,0,8017.191525
1186,695,0,10407.70661
1187,695,0,9356.868168
1188,695,1,15199.95346
1189,666,1,11364.71935
1190,584,1,11717.35313
1191,695,1,13146.44646
1192,584,1,9424.249065
1193,770,1,14551.15783
1194,695,0,8150.775765
1195,770,0,10441.44805
1196,666,0,8524.814986
1197,584,1,11653.66305
1198,584,1,12561.67364
1199,770,1,9018.948317
1200,584,0,3890.20474
1201,770,1,11301.78789
1202,584,1,10316.92543
1203,666,0,7432.787623
1204,695,0,11809.82128
1205,584,1,12090.67783
1206,770,1,11367.90491
1207,770,0,8470.171453
1208,695,0,7372.623886
1209,584,1,13692.88315
1210,695,1,9125.711115
1211,695,0,10186.62692
1212,695,1,15113.97541
1213,584,1,11948.37277
1214,695,1,13154.49384
1215,695,1,12325.85193
1216,584,0,7328.182668
1217,584,1,13992.6026
1218,695,0,6876.173095
1219,695,1,11351.27608
1220,695,0,11109.71927
1221,584,1,12331.12252
1222,584,1,13038.57654
1223,584,1,9234.622017
1224,666,1,12772.58853
1225,689,0,9047.012924
1226,584,1,9202.597102
1227,584,1,7493.815777
1228,695,1,11974.47673
1229,695,0,9791.34634
1230,695,1,8678.132803
1231,695,1,8972.378304
1232,695,1,12619.91683
1233,584,1,9446.451504
1234,666,1,10554.53805
1235,584,1,10070.66148
1236,666,1,11689.83317
1237,770,0,8456.153343
1238,695,0,9605.055178
1239,695,1,12941.90731
1240,666,1,11607.36149
1241,584,1,13359.67594
1242,584,1,4438.903005
1243,695,0,8202.200804
1244,695,1,12921.96054
1245,584,1,15111.11003
1246,666,1,14898.16892
1247,584,1,15632.77527
1248,770,0,6584.080931
1249,584,1,10904.83709
1250,584,1,10714.87816
1251,584,1,9034.469064
1252,695,0,9811.800687
1253,695,0,8264.448461
1254,695,1,9326.808919
1255,695,0,10288.35451
1256,584,1,9900.113994
1257,584,1,12127.4348
1258,770,0,8586.925339
1259,695,1,9799.737359
1260,584,1,13003.5276
1261,584,0,11691.12496
1262,770,0,5985.222319
1263,584,1,9190.797982
1264,584,1,15845.38178
1265,695,1,11965.41327
1266,584,1,13247.7496
1267,695,1,11457.98534
1268,695,1,12423.18972
1269,695,0,7301.119306
1270,584,0,8714.848737
1271,695,1,12910.28454
1272,584,1,7828.956121
1273,584,1,13520.04253
1274,695,0,10755.0122
1275,695,0,9192.696901
1276,770,0,8193.835461
1277,770,1,11829.7813
1278,859,0,9838.79551
1279,584,1,6255.450078
1280,770,0,6415.77699
1281,695,0,8553.415363
1282,695,0,11500.11644
1283,695,0,7314.703791
1284,584,1,10837.64425
1285,695,1,10703.33098
1286,584,1,8686.677206
1287,770,0,10538.76653
1288,770,1,13306.80083
1289,689,1,11146.70578
1290,770,1,11384.84359
1291,584,1,9914.250763
1292,770,0,7734.371127
1293,695,0,9542.567661
1294,584,1,8974.956999
1295,695,1,14259.0017
1296,584,1,16117.12053
1297,695,1,12079.5214
1298,584,1,12585.72205
1299,859,0,9401.532566
1300,584,1,12211.44709
1301,695,1,16180.8986
1302,859,0,11669.33037
1303,584,1,11895.06936
1304,584,1,10695.7592
1305,584,1,12191.83009
1306,695,1,14063.02779
1307,584,1,9651.286637
1308,695,1,13186.62469
1309,695,1,12254.91734
1310,666,1,15821.83973
1311,584,1,10365.04114
1312,584,1,10012.81607
1313,584,1,11658.38394
1314,695,1,13725.06924
1315,584,1,10213.57145
1316,695,1,10877.80069
1317,770,0,7030.169774
1318,584,1,12943.88305
1319,695,1,13337.07766
1320,584,1,14657.31841
1321,584,1,9016.642033
1322,584,1,8997.23641
1323,584,1,11711.92241
1324,695,0,10163.72431
1325,584,1,12101.78668
1326,584,0,8534.370681
1327,695,1,13801.56063
1328,859,0,10483.63387
1329,584,1,13778.13556
1330,584,1,8222.280294
1331,859,0,12656.15482
1332,584,1,7040.693319
1333,584,1,11927.74031
1334,695,1,13287.73661
1335,859,0,13978.34666
1336,859,0,13804.05785
1337,584,1,10308.33841
1338,666,1,9024.347613
1339,584,1,7841.89972
1340,770,1,13681.87507
1341,770,0,9313.304849
1342,859,0,11279.11532
1343,584,1,11154.07427
1344,584,1,15811.04373
1345,584,1,6591.848323
1346,584,1,9034.631912
1347,695,1,12560.88515
1348,584,1,10809.77903
1349,584,1,9866.893146
1350,770,1,14683.34064
1351,584,0,6656.206611
1352,695,0,7431.418322
1353,584,1,10070.29921
1354,584,0,6588.233839
1355,695,1,11149.23168
1356,770,1,12635.84327
1357,584,1,12341.32212
1358,584,1,8788.901141
1359,584,1,13206.93064
1360,584,1,6303.233455
1361,770,0,10219.7328
1362,770,1,9756.474947
1363,770,0,9814.836287
1364,695,1,8994.146162
1365,584,1,10702.53683
1366,695,1,10937.65138
1367,584,1,7374.218283
1368,666,0,9774.193516
1369,770,0,11855.61312
1370,695,0,10322.7107
1371,689,1,15367.14547
1372,584,1,10609.80515
1373,584,1,14003.87803
1374,666,0,12903.98577
1375,666,1,8737.47473
1376,770,0,8173.533408
1377,770,0,8791.485592
1378,695,0,6185.507503
1379,584,1,12159.18928
1380,859,0,11380.66546
1381,695,0,8426.91445
1382,666,0,12495.17674
1383,695,0,9107.025971
1384,695,1,10136.05892
1385,770,0,12539.63238
1386,584,1,14834.6279
1387,584,1,13656.77657
1388,695,0,7143.38585
1389,695,1,13480.95102
1390,584,1,9791.792592
1391,584,1,13472.42646
1392,666,0,8145.233956
1393,695,1,10737.13585
1394,695,0,9331.037984
1395,695,1,13019.84802
1396,695,1,10696.10871
1397,584,1,12200.56494
1398,584,1,13876.12982
1399,584,1,13328.03137
1400,584,1,12325.82695
1401,584,0,8820.90903
1402,770,1,15014.19593
1403,770,0,10123.39206
1404,695,1,12708.82139
1405,666,1,13744.90733
1406,584,1,11119.0383
1407,584,1,9644.844257
1408,584,1,13182.89501
1409,695,1,10949.09213
1410,584,1,7325.618752
1411,584,1,10225.79958
1412,584,1,11359.08609
1413,584,1,11526.61961
1414,666,1,13127.23546
1415,770,0,11447.16876
1416,584,1,9975.83043
1417,695,1,16198.20637
1418,666,0,6795.3312
1419,584,1,12551.40418
1420,695,0,13952.10037
1421,584,1,12576.32294
1422,584,1,10943.34982
1423,666,0,9177.254788
1424,689,1,13659.40346
1425,584,1,8886.333699
1426,584,1,12028.62188
1427,584,1,10955.43602
1428,666,0,8958.266173
1429,584,1,10608.37167
1430,695,0,9422.577412
1431,770,0,10244.09391
1432,695,1,8089.732721
1433,584,1,9274.369073
1434,695,1,9921.196728
1435,584,1,10800.24356
1436,666,1,9711.178502
1437,584,1,14464.38016
1438,695,0,8259.387059
1439,859,0,11406.56408
1440,859,0,10043.99146
1441,584,1,9072.817219
1442,584,1,12877.58497
1443,584,0,7071.840411
1444,695,0,9720.823906
1445,584,1,6307.086252
1446,584,1,13986.25147
1447,584,1,11424.3565
1448,666,1,14196.00122
1449,584,1,8853.027375
1450,770,0,7033.153574
1451,666,1,11998.35595
1452,695,1,12706.79381
1453,666,1,13209.07083
1454,584,1,11779.44465
1455,695,1,9911.702154
1456,584,1,8759.653669
1457,770,1,16208.03303
1458,584,0,5867.41675
1459,584,1,10789.33453
1460,695,1,12654.29966
1461,584,1,9786.292094
1462,584,1,11258.98881
1463,584,1,8747.965913
1464,666,1,10828.87059
1465,770,1,14350.49433
1466,666,0,9502.995625
1467,770,0,11808.27117
1468,695,1,7418.26106
1469,584,1,14671.16658
1470,695,1,11999.80622
1471,695,0,9832.460452
1472,584,1,13115.63625
1473,584,1,9495.494026
1474,584,1,10789.04955
1475,695,0,8661.658206
1476,859,0,11065.8085
1477,584,1,8770.94664
1478,584,1,10316.58523
1479,584,1,13566.66421
1480,584,1,13324.92587
1481,584,1,14045.37702
1482,584,1,11147.14052
1483,695,0,7914.50602
1484,584,0,10948.49255
1485,584,1,9404.066285
1486,770,1,11545.78393
1487,695,0,8604.83619
1488,770,0,8604.85076
1489,666,1,14096.85987
1490,770,1,11939.8654
1491,584,1,9312.345135
1492,695,0,10154.33001
1493,695,0,9015.91816
1494,584,1,8919.243226
1495,584,1,8894.353879
1496,695,0,8918.352937
1497,770,1,11982.70745
1498,695,0,9235.610997
1499,695,1,10093.62677
1500,695,1,8962.930936
1501,770,1,15014.65517
1502,666,0,8611.753201
1503,695,0,10509.17926
1504,584,0,5148.439313
1505,695,1,12237.63386
1506,584,1,10852.5729
1507,666,1,9309.757255
1508,695,0,9238.698801
1509,666,0,9273.394246
1510,666,1,13084.99726
1511,584,1,10828.27462
1512,695,0,8663.647555
1513,695,0,6791.6336
1514,584,1,11171.62133
1515,584,1,13440.89848
1516,666,1,15336.5787
1517,584,1,10336.03184
1518,859,0,7549.592728
1519,584,0,6950.545347
1520,584,1,9952.666801
1521,770,1,12192.52006
1522,584,1,16329.66656
1523,666,1,11959.95396
1524,584,0,6220.537796
1525,666,1,11303.71022
1526,770,1,11733.41712
1527,584,1,13841.05155
1528,584,1,11252.87055
1529,770,1,14283.82487
1530,695,0,9857.506862
1531,695,1,13756.24581
1532,695,0,11216.53978
1533,695,0,10355.09259
1534,666,1,11602.52471
1535,770,0,6772.586757
1536,584,1,8325.050764
1537,584,0,10148.57639
1538,666,1,12295.67894
1539,689,0,7842.10586
1540,770,0,4237.877082
1541,859,0,11966.01781
1542,695,0,8953.694405
1543,770,1,11432.17633
1544,584,1,10528.84566
1545,584,1,12146.88132
1546,584,1,7486.254808
1547,584,1,13786.92738
1548,770,0,8490.495701
1549,695,0,9121.152204
1550,666,0,11434.62041
1551,770,1,13539.1674
1552,695,0,7487.779789
1553,584,0,6743.270352
1554,695,1,13565.15826
1555,584,1,14803.18164
1556,695,1,11139.60582
1557,689,0,9025.457041
1558,770,1,13226.10904
1559,695,1,14264.88335
1560,770,1,12194.28579
1561,584,1,15810.94524
1562,695,0,10380.65581
1563,770,0,6874.682419
1564,695,1,10774.12612
1565,584,1,12411.5567
1566,695,0,10109.12138
1567,666,1,12535.9
1568,695,1,15626.66818
1569,770,1,13060.33942
1570,689,1,14429.34457
1571,584,1,12824.68122
1572,584,1,8415.223673
1573,584,1,9544.475801
1574,695,0,4716.841744
1575,859,0,9436.946934
1576,584,1,12123.15958
1577,770,1,12832.34648
1578,584,1,8727.991495
1579,666,0,8440.106669
1580,695,0,7702.198221
1581,666,1,8784.398652
1582,770,0,10074.27222
1583,584,1,9933.369081
1584,666,1,10502.97538
1585,695,0,7656.815978
1586,584,0,10692.23179
1587,770,1,11463.88923
1588,584,1,14475.05735
1589,695,0,6246.220416
1590,584,1,15739.15983
1591,695,1,12972.16478
1592,584,1,8917.215173
1593,584,1,13562.91654
1594,584,1,13229.56872
1595,695,1,11623.1575
1596,584,1,12065.05131
1597,770,1,14836.61516
1598,695,1,12061.40911
1599,859,0,11760.70488
1600,859,0,11354.094
1601,770,1,15496.50803
1602,666,1,8868.213746
1603,695,0,9063.326205
1604,584,1,10507.09874
1605,695,0,7910.413563
1606,584,1,11537.37686
1607,584,1,12437.55122
1608,584,1,14286.14088
1609,584,1,12769.98198
1610,695,1,11677.8632
1611,584,1,8978.750364
1612,695,1,14220.61572
1613,584,1,13686.7679
1614,584,1,6584.867852
1615,584,1,11648.29846
1616,584,1,10594.68483
1617,770,1,11868.67971
1618,584,0,7264.078886
1619,584,1,15911.87892
1620,584,1,14768.19086
1621,770,1,13217.02096
1622,584,1,14156.32875
1623,584,1,9986.684377
1624,695,0,8609.717382
1625,770,1,12944.31807
1626,584,1,12116.44776
1627,695,1,11626.71917
1628,770,1,15257.78999
1629,584,0,6782.151233
1630,695,1,15216.43615
1631,584,1,12186.05712
1632,584,0,9560.515308
1633,584,1,9626.430805
1634,584,1,10869.74655
1635,584,1,10680.79995
1636,666,1,10154.74451
1637,770,0,8968.561928
1638,666,0,7835.168588
1639,695,0,8386.455516
1640,584,1,9472.793913
1641,584,1,7493.590276
1642,770,0,10680.06717
1643,695,1,11460.1447
1644,770,0,11421.51801
1645,666,1,15848.33274
1646,584,1,14060.09054
1647,584,1,12160.30212
1648,695,1,14356.79146
1649,770,0,9775.489644
1650,770,0,10347.62456
1651,584,1,11015.61489
1652,584,1,11214.40888
1653,584,1,7223.858953
1654,584,1,9500.283948
1655,695,1,14042.47736
1656,695,0,9688.254806
1657,584,1,12876.3213
1658,695,1,12475.41927
1659,584,1,9386.118567
1660,695,1,10799.06012
1661,584,1,9798.429366
1662,584,1,13172.83078
1663,584,1,12634.59637
1664,584,1,10566.61722
1665,584,1,13406.38364
1666,584,1,11743.84808
1667,695,1,17061.42549
1668,695,1,12878.53132
1669,695,0,6068.625356
1670,584,1,9598.715334
1671,584,1,9407.646419
1672,584,1,13011.26931
1673,666,1,12900.51087
1674,666,1,8767.274947
1675,584,1,10120.55185
1676,770,0,9418.837627
1677,584,0,8697.637734
1678,770,1,9348.913355
1679,695,0,8696.191379
1680,666,1,8453.575556
1681,584,1,8909.645179
1682,695,1,12293.83921
1683,584,1,8917.10753
1684,584,1,10587.97765
1685,695,1,11150.37519
1686,584,1,11182.82191
1687,584,1,11107.63466
1688,695,1,11626.34536
1689,695,1,14040.89747
1690,584,1,9548.681788
1691,770,0,8384.686439
1692,584,1,13464.76564
1693,695,1,13413.09141
1694,695,1,12685.42256
1695,695,1,14733.14048
1696,584,1,10611.0998
1697,584,1,10307.22819
1698,695,1,9100.927653
1699,695,0,4555.031976
1700,584,1,11005.00957
1701,666,0,7401.82783
1702,770,0,10692.16795
1703,584,1,8215.604255
1704,695,1,10510.20932
1705,695,1,11401.65982
1706,584,0,6129.342427
1707,770,1,15308.8629
1708,584,1,8613.798384
1709,859,0,12496.82626
1710,584,1,9886.43574
1711,770,0,12585.52383
1712,770,0,10033.72016
1713,584,1,10014.78515
1714,666,1,11205.53071
1715,584,1,7483.961886
1716,695,1,11764.19885
1717,584,1,12928.41344
1718,695,0,10350.91886
1719,666,1,15061.05727
1720,770,0,7079.991548
1721,584,1,11052.34483
1722,695,1,12480.33608
1723,695,1,14216.41862
1724,666,1,12947.80947
1725,695,0,10359.19479
1726,584,1,14283.97392
1727,584,1,15478.70057
1728,584,1,13365.40396
1729,666,0,7232.790214
1730,695,0,6849.58148
1731,859,0,9715.213557
1732,666,1,11817.70648
1733,695,0,7387.177108
1734,666,1,10527.85889
1735,689,1,9412.693704
1736,584,1,8356.431134
1737,584,1,10784.55739
1738,770,1,13158.56385
1739,695,0,11273.55333
1740,695,0,11426.80786
1741,695,1,11472.12057
1742,695,1,13372.0776
1743,584,1,11410.63288
1744,770,1,13767.12986
1745,859,0,11739.98764
1746,584,1,11928.72229
1747,695,1,8993.600627
1748,695,0,8913.381814
1749,695,1,12012.99811
1750,584,1,9613.618681
1751,584,0,8582.359371
1752,666,1,11229.05204
1753,584,1,10778.65217
1754,666,1,9989.293771
1755,584,1,11212.39931
1756,584,1,11511.36805
1757,584,1,7052.747222
1758,584,1,13994.57294
1759,584,1,10300.22776
1760,584,1,12986.56037
1761,584,0,8740.516743
1762,584,1,8920.464671
1763,584,1,9169.738403
1764,666,1,12442.7563
1765,584,1,11306.76533
1766,859,1,15921.33735
1767,666,1,13281.10001
1768,584,1,12389.05598
1769,770,1,13766.56723
1770,695,0,6516.135426
1771,695,0,8248.187009
1772,695,0,9481.657263
1773,689,1,13306.29558
1774,584,1,10788.26956
1775,584,1,10811.67077
1776,584,1,8920.282568
1777,584,1,13451.46215
1778,695,1,11384.41636
1779,695,1,11001.11375
1780,695,1,11326.01181
1781,666,1,14788.12495
1782,859,0,7288.269058
1783,584,1,15263.89883
1784,584,1,12849.93502
1785,666,0,9122.297722
1786,695,1,13769.32365
1787,695,1,12410.0769
1788,695,0,9263.927717
1789,584,1,7835.058118
1790,584,1,10108.36619
1791,770,0,10531.48561
1792,695,1,11104.63909
1793,584,1,14916.66539
1794,584,1,12795.63045
1795,584,1,10393.67991
1796,695,0,9019.909271
1797,666,1,8877.701116
1798,584,1,12544.86895
1799,695,1,12895.56379
1800,584,1,10846.42744
1801,584,1,11221.77775
1802,695,1,12918.08682
1803,770,1,14113.09717
1804,584,1,13134.66295
1805,584,1,9182.093487
1806,695,1,13970.43935
1807,666,0,10166.62879
1808,584,0,8129.736775
1809,695,1,9237.880019
1810,770,1,13690.70411
1811,859,0,10052.2017
1812,584,1,12075.11687
1813,695,1,11847.75247
1814,770,1,12274.68688
1815,584,1,10952.34509
1816,666,1,11485.20403
1817,695,1,11019.27614
1818,584,1,10453.8623
1819,584,1,7764.260385
1820,584,1,11748.6292
1821,666,0,9076.293364
1822,695,0,10889.5482
1823,695,1,8580.468291
1824,770,1,11230.7674
1825,770,0,11344.99924
1826,584,1,12838.54973
1827,695,1,11110.45391
1828,695,0,8033.90193
1829,584,1,8246.445023
1830,584,1,10522.99663
1831,695,0,6883.714445
1832,584,1,13453.47205
1833,695,0,8301.685234
1834,770,0,7870.67845
1835,666,1,9727.429493
1836,695,0,9974.103337
1837,695,0,10868.57462
1838,695,0,7425.746462
1839,584,1,13681.60532
1840,584,1,12985.09742
1841,695,1,10032.48181
1842,584,1,12988.16541
1843,695,1,11454.77998
1844,584,1,14765.9223
1845,770,0,8446.736733
1846,666,1,14793.39163
1847,666,0,10235.81957
1848,695,1,10288.78453
1849,695,0,6599.460947
1850,695,1,9617.473526
1851,584,1,9278.157196
1852,770,1,13510.5601
1853,695,1,12738.20386
1854,584,1,8453.453709
1855,695,0,10799.97205
1856,584,1,11585.23313
1857,695,1,9561.405592
1858,695,1,10775.0029
1859,584,1,9632.303485
1860,584,1,13716.62411
1861,770,0,11593.18376
1862,584,1,9962.637991
1863,584,1,13758.13287
1864,666,0,8255.07358
1865,666,1,11302.38347
1866,584,1,11675.27436
1867,695,0,7364.346826
1868,584,1,8958.899593
1869,584,1,10247.74738
1870,770,0,8296.76531
1871,695,0,10821.32974
1872,859,1,11525.04378
1873,770,0,9923.6203
1874,695,1,12398.11417
1875,695,1,12016.37971
1876,695,0,7253.600385
1877,695,0,10725.05231
1878,770,0,10071.92955
1879,770,1,10227.94916
1880,584,1,17240.55271
1881,695,1,13686.98528
1882,584,1,11416.89413
1883,584,1,14105.39944
1884,584,0,8381.77619
1885,695,1,10387.05427
1886,695,1,9134.563891
1887,584,1,12332.22517
1888,770,1,9550.736047
1889,584,1,10659.16963
1890,666,1,10260.52476
1891,584,1,13380.41088
1892,584,1,13559.37334
1893,584,1,10715.13049
1894,584,1,12408.87108
1895,584,0,7820.698445
1896,584,1,13422.86896
1897,584,1,13861.36479
1898,666,1,11800.55333
1899,584,1,9040.903943
1900,770,0,6847.561925
1901,584,1,13115.01797
1902,584,1,12987.68605
1903,695,1,10510.73302
1904,584,1,10795.97728
1905,695,0,8379.719291
1906,666,1,10757.7136
1907,584,1,12111.60294
1908,770,0,12995.68242
1909,770,0,7804.706169
1910,584,1,14726.17913
1911,584,1,9198.510876
1912,584,1,12454.65549
1913,584,1,10921.59243
1914,584,1,12539.77032
1915,770,1,9680.398258
1916,584,1,9678.006136
1917,770,1,14071.78207
1918,584,1,12920.5005
1919,695,1,13313.4797
1920,584,1,10813.84366
1921,584,0,5483.582899
1922,584,1,7157.311041
1923,695,1,11415.30483
1924,695,0,7848.32277
1925,584,1,12296.63517
1926,695,1,10575.70728
1927,584,1,9816.206134
1928,695,0,6058.368627
1929,584,1,13064.74084
1930,584,1,7776.509936
1931,584,1,10044.5323
